product,F,ka,ke,Vmax,Km,V2
1,1.14289471118,1.20028702232693,1.14720394092366,1.27874632007933,1.05364675754515,0.948770817094222
2,1.15572314903882,0.980467001365119,0.906426147773506,0.831925210202896,0.361234758700918,0.980663836542196
3,1.06426497190322,0.901012511904977,0.805865588459759,1.28702076803186,0.449474767336097,1.06611748968639
4,1.23620889951721,0.7435389391793,1.19525672027299,1.06775002272983,1.2873575117642,1.07099328005425
5,1.01045514105064,0.924682561117837,0.942104244793704,1.01554719750431,4.60046935894637,1.05867392467599
6,0.847044569256947,0.841098304173163,0.83742549943346,1.06546568329063,0.660171606810749,1.08487196171074
7,0.89574252140414,0.89720464470263,0.896695644222999,1.22145020106775,0.471997903250229,1.0927121283618
8,0.887590414277236,0.841767275070167,0.827583650772431,1.14214561682264,2.11634453009419,0.975000087472456
9,1.02399670548051,0.720774125345194,1.01622702072636,1.155684441473,4.86752118694735,0.933531952798115
10,1.07206482329981,1.49594629503196,0.915823452884452,0.888322151916265,0.391258299528335,0.912467164848832
11,1.24676340940382,0.729908920737594,1.17657487626844,0.829033848105322,0.203468584029133,1.05520861382691
12,0.929368127944907,0.9238274664382,0.872865052200457,1.40377530868179,0.291619923765974,0.934859915223672
13,1.11164422664848,0.874192852728248,0.99475461673204,1.4653172332364,0.317412192012247,0.997285152996815
14,1.14851008172997,1.10464322664425,0.856630275557702,0.98082067060135,4.88512731047134,1.00496855717289
15,1.15793132906047,1.02452752634965,1.16364333458912,1.28613073746462,0.563163878340132,0.926298048041495
16,0.903577867461058,0.729084224765353,0.850646249011522,0.822187343551106,0.498041113024174,0.967036989245242
17,0.81303391852148,1.17056257148932,0.931018310338611,0.699373350930236,1.23856616745683,0.995313165156663
18,0.814880317662593,0.754994923602232,0.909385160105992,0.729265432808425,0.647011949433507,0.949677601004081
19,0.807122304601789,0.723191340493573,1.03531812051682,0.840923618646796,1.95343596309958,1.06897597599319
20,1.10828714015545,0.759904441686805,0.97746797481999,0.903420790660792,0.530052484954493,1.04799515164365
21,1.23119240226954,0.881253793940547,0.931094067421853,1.19112882929771,0.343319972059386,1.04743053231275
22,1.21963162639044,0.988137880931304,0.810000909500788,0.675654938127915,0.707730771518972,1.03993693821242
23,1.23669876420094,1.1977496061985,0.914915358179956,1.47312977260864,0.412378413363668,0.998391749393394
24,0.979226075705474,1.16909351715547,1.20460133566293,0.720651093462054,0.462104604402653,1.06941266470405
25,0.987624346525285,1.46091149002165,1.07914893404043,1.47998923659107,1.1322782892645,1.1022249711543
26,1.02920563335473,0.782211654918246,0.998789398725126,0.778759984392574,0.575041847856606,0.934558122686939
27,0.826575426179691,1.28760454628658,0.998664176839425,1.01575379874741,1.10658748362583,0.919398609596814
28,0.970702393470816,0.869435686214235,0.885982378861653,0.753320684183321,0.357879550770181,0.913062343839037
29,1.13694421875282,0.984099788404218,0.904439827481565,0.885862668468566,3.72678936682394,0.938254874480916
30,1.1170552282353,0.77584934945004,0.978653124236733,0.94544113960217,1.59955949130517,1.02862587095948
31,0.94745776104473,0.888625833071414,0.840127700480998,0.722807200602551,0.870077769409259,1.02663667078418
32,0.943002693014542,0.99500373855376,0.894237937798305,0.947559515598063,0.619924380906921,1.07852285561336
33,1.06505598051779,1.29339831197127,1.1336785123969,0.929543391300484,1.97715444480248,1.09816786938886
34,1.08936548162991,0.761625657152568,1.09452067957335,0.912646570582965,4.90240722683004,1.00245867799353
35,1.08183248121078,0.724931324661785,1.04420186976074,1.38524212093845,0.255021696772858,1.04534434730788
36,1.06195876158647,1.23185945334209,1.14311529793715,1.19107338863235,0.803298199131127,0.978497886766221
37,1.18078507490791,1.420143293892,1.24055456073476,1.12550510996068,0.56338289932414,1.02916237898726
38,1.01290278023291,1.26666635668773,0.810840695357306,0.739194571405052,0.581900989969867,0.920653384166298
39,0.898976351417882,1.37178605924467,0.893167162973342,1.09192705245565,0.643693452087811,1.10313876739129
40,1.14001115731619,0.711156773140954,1.05255851721686,1.28250161256098,0.679030239650948,0.938566287417409
41,0.870322772201243,1.37058105835397,1.07559633741558,1.05399879582725,0.272786932635452,0.96135708111622
42,0.949240122750162,0.91612828911058,1.21176044097597,1.21600845240636,2.66541134760321,1.03840019866257
43,0.95108982520982,1.05230488589396,0.845041305182909,1.13069703395766,0.975841529558595,1.10019170995601
